focal_cusip,n_top_picks,saturated_share,single_tie_share,median_n_ties,max_n_ties,mean_sustained_share,fraction_with_persistence_signal
829205,20,1.0,0.0,3.0,4,1.0,1.0
911271,20,1.0,0.0,3.0,3,1.0,1.0
208547,20,1.0,0.0,3.0,3,1.0,1.0
699005,20,1.0,0.0,3.0,4,1.0,1.0
29100U,20,1.0,0.0,3.0,4,1.0,1.0
205171,20,1.0,0.0,3.0,4,1.0,1.0
30744P,20,1.0,0.0,3.0,4,1.0,1.0
82935V,20,1.0,0.0,3.0,4,1.0,1.0
741903,20,1.0,0.0,3.0,4,1.0,1.0
86323X,20,1.0,0.0,3.0,4,1.0,1.0
786429,20,1.0,0.0,3.0,4,1.0,1.0
92343E,20,1.0,0.0,3.0,4,1.0,1.0
925301,20,1.0,0.0,3.0,3,1.0,1.0
46264M,20,1.0,0.0,3.0,4,1.0,1.0
683737,20,1.0,0.0,3.0,4,1.0,1.0
867931,20,1.0,0.0,3.0,4,1.0,1.0
862221,20,1.0,0.0,3.0,3,1.0,1.0
859547,20,1.0,0.0,3.0,4,1.0,1.0
205272,20,1.0,0.0,3.0,3,1.0,1.0
85856W,20,1.0,0.0,3.0,4,1.0,1.0
45254C,20,1.0,0.0,3.0,3,1.0,1.0
701094,20,1.0,0.0,3.0,4,1.0,1.0
337915,20,1.0,0.0,3.0,3,1.0,1.0
237688,20,1.0,0.0,3.0,4,1.0,1.0
25659T,20,1.0,0.0,3.0,3,1.0,1.0
127639,20,1.0,0.0,3.0,4,1.0,1.0
50060P,20,1.0,0.0,3.0,3,1.0,1.0
714265,20,1.0,0.0,3.0,3,1.0,1.0
639050,20,1.0,0.0,3.0,3,1.0,1.0
098586,20,1.0,0.0,3.0,4,1.0,1.0
209341,20,1.0,0.0,3.0,3,1.0,1.0
780259,20,1.0,0.0,3.0,3,1.0,1.0
87162G,20,1.0,0.0,3.0,4,1.0,1.0
03852L,20,1.0,0.0,3.0,4,1.0,1.0
124845,20,1.0,0.0,3.0,3,1.0,1.0
708046,20,1.0,0.0,3.0,3,1.0,1.0
92831N,20,1.0,0.0,3.0,3,1.0,1.0
344419,20,1.0,0.0,3.0,3,1.0,1.0
58445P,20,1.0,0.0,3.0,3,1.0,1.0
904000,20,1.0,0.0,3.0,4,1.0,1.0
428291,20,1.0,0.0,3.0,3,1.0,1.0
615369,20,1.0,0.0,3.0,4,1.0,1.0
297862,20,1.0,0.0,3.0,4,1.0,1.0
037934,20,1.0,0.0,3.0,3,1.0,1.0
42805E,20,1.0,0.0,3.0,4,1.0,1.0
91829F,20,1.0,0.0,3.0,4,1.0,1.0
03070Q,20,1.0,0.0,3.0,4,1.0,1.0
862578,20,1.0,0.0,3.0,4,1.0,1.0
69831Y,20,1.0,0.0,3.0,3,1.0,1.0
87652D,20,1.0,0.0,3.0,3,1.0,1.0
125920,20,1.0,0.0,3.0,3,1.0,1.0
10947N,20,1.0,0.0,3.0,4,1.0,1.0
64118B,20,1.0,0.0,3.0,4,1.0,1.0
451724,20,1.0,0.0,3.0,4,1.0,1.0
G4388N,20,1.0,0.0,3.0,4,1.0,1.0
745867,20,1.0,0.0,3.0,3,1.0,1.0
489170,20,1.0,0.0,3.0,3,1.0,1.0
218695,20,1.0,0.0,3.0,4,1.0,1.0
22757K,20,1.0,0.0,3.0,4,1.0,1.0
751212,20,1.0,0.0,3.0,3,1.0,1.0
867910,20,1.0,0.0,3.0,3,1.0,1.0
23243T,20,1.0,0.0,3.0,3,1.0,1.0
G0177J,20,1.0,0.0,3.0,4,1.0,1.0
294752,20,1.0,0.0,3.0,4,1.0,1.0
075887,20,1.0,0.0,3.0,4,1.0,1.0
71940P,20,1.0,0.0,3.0,3,1.0,1.0
278864,20,1.0,0.0,3.0,4,1.0,1.0
232572,20,1.0,0.0,3.0,4,1.0,1.0
756012,20,1.0,0.0,3.0,4,1.0,1.0
052905,20,1.0,0.0,3.0,3,1.0,1.0
42221E,20,1.0,0.0,3.0,4,1.0,1.0
256135,20,1.0,0.0,3.0,4,1.0,1.0
299096,20,1.0,0.0,3.0,3,1.0,1.0
74406A,20,1.0,0.0,3.0,3,1.0,1.0
517923,20,1.0,0.0,3.0,4,1.0,1.0
38141G,20,1.0,0.0,3.0,4,1.0,1.0
132509,20,1.0,0.0,3.0,3,1.0,1.0
445658,20,1.0,0.0,3.0,4,1.0,1.0
918458,20,1.0,0.0,3.0,4,1.0,1.0
739363,20,1.0,0.0,3.0,4,1.0,1.0
92826C,20,1.0,0.0,3.0,3,1.0,1.0
315712,20,1.0,0.0,3.0,3,1.0,1.0
016557,20,1.0,0.0,3.0,4,1.0,1.0
021373,20,1.0,0.0,3.0,4,1.0,1.0
266332,20,1.0,0.0,3.0,4,1.0,1.0
74251V,20,1.0,0.0,3.0,3,1.0,1.0
67778H,20,1.0,0.0,3.0,3,1.0,1.0
560377,20,1.0,0.0,3.0,3,1.0,1.0
141597,20,1.0,0.0,3.0,3,1.0,1.0
163092,20,1.0,0.0,3.0,3,1.0,1.0
833777,20,1.0,0.0,3.0,3,1.0,1.0
461158,20,1.0,0.0,3.0,4,1.0,1.0
436464,20,1.0,0.0,3.0,3,1.0,1.0
683818,20,1.0,0.0,3.0,4,1.0,1.0
29409W,20,1.0,0.0,3.0,4,1.0,1.0
01741R,20,1.0,0.0,3.0,3,1.0,1.0
69348A,20,1.0,0.0,3.0,3,1.0,1.0
45167R,20,1.0,0.0,3.0,3,1.0,1.0
103430,20,1.0,0.0,3.0,4,1.0,1.0
898528,20,1.0,0.0,3.0,4,1.0,1.0
08449G,20,1.0,0.0,3.0,3,1.0,1.0
60038B,20,1.0,0.0,3.0,4,1.0,1.0
583926,20,1.0,0.0,3.0,4,1.0,1.0
790148,20,1.0,0.0,3.0,3,1.0,1.0
027070,20,1.0,0.0,3.0,3,1.0,1.0
76123L,20,1.0,0.0,3.0,4,1.0,1.0
867648,20,1.0,0.0,3.0,4,1.0,1.0
704683,20,1.0,0.0,3.0,4,1.0,1.0
698898,20,1.0,0.0,3.0,3,1.0,1.0
027530,20,1.0,0.0,3.0,3,1.0,1.0
337930,20,1.0,0.0,3.0,3,1.0,1.0
65563C,20,1.0,0.0,3.0,4,1.0,1.0
58440J,20,1.0,0.0,3.0,4,1.0,1.0
00754V,20,1.0,0.0,3.0,3,1.0,1.0
68232V,20,1.0,0.0,3.0,4,1.0,1.0
44044K,20,1.0,0.0,3.0,4,1.0,1.0
45323J,20,1.0,0.0,3.0,3,1.0,1.0
83413U,20,1.0,0.0,3.0,4,1.0,1.0
925391,20,1.0,0.0,3.0,4,1.0,1.0
367626,20,1.0,0.0,3.0,3,1.0,1.0
12514G,20,1.0,0.0,3.0,4,1.0,1.0
069779,20,1.0,0.0,3.0,3,1.0,1.0
975515,20,1.0,0.0,3.0,4,1.0,1.0
368731,20,1.0,0.0,3.0,4,1.0,1.0
806882,20,1.0,0.0,3.0,4,1.0,1.0
759916,20,1.0,0.0,3.0,3,1.0,1.0
067532,20,1.0,0.0,3.0,4,1.0,1.0
752778,20,1.0,0.0,3.0,3,1.0,1.0
836153,20,1.0,0.0,3.0,3,1.0,1.0
68272K,20,1.0,0.0,3.0,4,1.0,1.0
98417K,20,1.0,0.0,3.0,3,1.0,1.0
761339,20,1.0,0.0,3.0,3,1.0,1.0
02318N,20,1.0,0.0,3.0,3,1.0,1.0
44041X,20,1.0,0.0,3.0,3,1.0,1.0
422101,20,1.0,0.0,3.0,4,1.0,1.0
42979U,20,1.0,0.0,3.0,3,1.0,1.0
372470,20,1.0,0.0,3.0,4,1.0,1.0
21923C,20,1.0,0.0,3.0,4,1.0,1.0
090931,20,1.0,0.0,3.0,4,1.0,1.0
774341,20,1.0,0.0,3.0,4,1.0,1.0
682875,20,1.0,0.0,3.0,3,1.0,1.0
556466,20,1.0,0.0,3.0,4,1.0,1.0
713608,20,1.0,0.0,3.0,3,1.0,1.0
026375,20,1.0,0.0,3.0,4,1.0,1.0
890030,20,1.0,0.0,3.0,3,1.0,1.0
783873,20,1.0,0.0,3.0,4,1.0,1.0
686275,20,1.0,0.0,3.0,4,1.0,1.0
212578,20,1.0,0.0,3.0,4,1.0,1.0
204448,20,1.0,0.0,3.0,4,1.0,1.0
682310,20,1.0,0.0,3.0,4,1.0,1.0
184499,20,1.0,0.0,3.0,4,1.0,1.0
09605C,20,1.0,0.0,3.0,3,1.0,1.0
315405,20,1.0,0.0,3.0,4,1.0,1.0
318093,20,1.0,0.0,3.0,4,1.0,1.0
001669,20,1.0,0.0,3.0,4,1.0,1.0
356108,20,1.0,0.0,3.0,3,1.0,1.0
50187A,20,1.0,0.0,3.0,4,1.0,1.0
138084,20,1.0,0.0,3.0,4,1.0,1.0
68763F,20,1.0,0.0,3.0,4,1.0,1.0
257561,20,1.0,0.0,3.0,4,1.0,1.0
24802R,20,1.0,0.0,3.0,4,1.0,1.0
868358,20,1.0,0.0,3.0,4,1.0,1.0
46629U,20,1.0,0.0,3.0,4,1.0,1.0
46069S,20,1.0,0.0,3.0,4,1.0,1.0
29084Q,20,1.0,0.0,3.0,3,1.0,1.0
12542A,20,1.0,0.0,3.0,3,1.0,1.0
17133Q,20,1.0,0.0,3.0,4,1.0,1.0
233153,20,1.0,0.0,3.0,3,1.0,1.0
30226V,20,1.0,0.0,3.0,4,1.0,1.0
404150,20,1.0,0.0,3.0,3,1.0,1.0
025932,20,1.0,0.0,3.0,4,1.0,1.0
379337,20,1.0,0.0,3.0,4,1.0,1.0
889073,20,1.0,0.0,3.0,3,1.0,1.0
400110,20,1.0,0.0,3.0,4,1.0,1.0
30214U,20,1.0,0.0,3.0,4,1.0,1.0
845770,20,1.0,0.0,3.0,4,1.0,1.0
002422,20,1.0,0.0,3.0,3,1.0,1.0
003881,20,1.0,0.0,3.0,3,1.0,1.0
368707,20,1.0,0.0,3.0,4,1.0,1.0
69336V,20,1.0,0.0,3.0,4,1.0,1.0
007093,20,1.0,0.0,3.0,3,1.0,1.0
74727A,20,1.0,0.0,3.0,4,1.0,1.0
565105,20,1.0,0.0,3.0,3,1.0,1.0
232565,20,1.0,0.0,3.0,4,1.0,1.0
032420,20,1.0,0.0,3.0,3,1.0,1.0
204938,20,1.0,0.0,3.0,4,1.0,1.0
053801,20,1.0,0.0,3.0,4,1.0,1.0
45773R,20,1.0,0.0,3.0,4,1.0,1.0
27922Y,20,1.0,0.0,3.0,4,1.0,1.0
255413,20,1.0,0.0,3.0,4,1.0,1.0
92558H,20,1.0,0.0,3.0,3,1.0,1.0
292896,20,1.0,0.0,3.0,4,1.0,1.0
949702,20,1.0,0.0,3.0,4,1.0,1.0
044093,20,1.0,0.0,3.0,4,1.0,1.0
15118V,20,1.0,0.0,3.0,3,1.0,1.0
235204,20,1.0,0.0,3.0,3,1.0,1.0
741570,20,1.0,0.0,3.0,3,1.0,1.0
885807,20,1.0,0.0,3.0,3,1.0,1.0
14159K,20,1.0,0.0,3.0,4,1.0,1.0
96684U,20,1.0,0.0,3.0,3,1.0,1.0
00855D,20,1.0,0.0,3.0,4,1.0,1.0
699117,20,1.0,0.0,3.0,3,1.0,1.0
23248L,20,1.0,0.0,3.0,4,1.0,1.0
302297,20,1.0,0.0,3.0,3,1.0,1.0
723646,20,1.0,0.0,3.0,4,1.0,1.0
001733,20,1.0,0.0,3.0,4,1.0,1.0
69399J,20,1.0,0.0,3.0,3,1.0,1.0
61173R,20,1.0,0.0,3.0,4,1.0,1.0
607660,20,1.0,0.0,3.0,3,1.0,1.0
92827P,20,1.0,0.0,3.0,3,1.0,1.0
680194,20,1.0,0.0,3.0,4,1.0,1.0
17185E,20,1.0,0.0,3.0,4,1.0,1.0
84652J,20,1.0,0.0,3.0,4,1.0,1.0
21036U,20,1.0,0.0,3.0,3,1.0,1.0
834447,20,1.0,0.0,3.0,3,1.0,1.0
549271,20,1.0,0.0,3.0,4,1.0,1.0
903469,20,1.0,0.0,3.0,4,1.0,1.0
67073Y,20,1.0,0.0,3.0,4,1.0,1.0
294821,20,1.0,0.0,3.0,4,1.0,1.0
727058,20,1.0,0.0,3.0,4,1.0,1.0
68219Q,20,1.0,0.0,3.0,4,1.0,1.0
233343,20,1.0,0.0,3.0,3,1.0,1.0
83587F,20,1.0,0.0,3.0,4,1.0,1.0
846396,20,1.0,0.0,3.0,4,1.0,1.0
946760,20,1.0,0.0,3.0,3,1.0,1.0
860342,20,1.0,0.0,3.0,3,1.0,1.0
456723,20,1.0,0.0,3.0,3,1.0,1.0
656914,20,1.0,0.0,3.0,3,1.0,1.0
015857,20,1.0,0.0,3.0,3,1.0,1.0
824543,20,1.0,0.0,3.0,4,1.0,1.0
540423,20,1.0,0.0,3.0,4,1.0,1.0
019615,20,1.0,0.0,3.0,4,1.0,1.0
293306,20,1.0,0.0,3.0,3,1.0,1.0
163223,20,1.0,0.0,3.0,3,1.0,1.0
003654,20,1.0,0.0,3.0,4,1.0,1.0
129905,20,1.0,0.0,3.0,3,1.0,1.0
87960N,20,1.0,0.0,3.0,4,1.0,1.0
891511,20,1.0,0.0,3.0,4,1.0,1.0
871926,20,1.0,0.0,3.0,3,1.0,1.0
74973Q,20,1.0,0.0,3.0,3,1.0,1.0
00208K,20,1.0,0.0,3.0,3,1.0,1.0
37938K,20,1.0,0.0,3.0,4,1.0,1.0
896047,20,1.0,0.0,2.5,3,1.0,1.0
893414,20,1.0,0.0,3.0,3,1.0,1.0
267911,20,1.0,0.0,3.0,3,1.0,1.0
88553X,20,1.0,0.0,3.0,4,1.0,1.0
251561,20,1.0,0.0,3.0,4,1.0,1.0
900262,20,1.0,0.0,3.0,4,1.0,1.0
281094,20,1.0,0.0,3.0,3,1.0,1.0
457461,20,1.0,0.0,3.0,3,1.0,1.0
05348P,20,1.0,0.0,3.0,4,1.0,1.0
317867,20,1.0,0.0,3.0,4,1.0,1.0
48268R,20,1.0,0.0,3.0,3,1.0,1.0
004397,20,1.0,0.0,3.0,4,1.0,1.0
638620,20,1.0,0.0,3.0,4,1.0,1.0
372481,20,1.0,0.0,3.0,4,1.0,1.0
74051N,20,1.0,0.0,3.0,3,1.0,1.0
037928,20,1.0,0.0,3.0,3,1.0,1.0
00753B,20,1.0,0.0,3.0,4,1.0,1.0
194162,20,1.0,0.0,3.0,3,1.0,1.0
016255,20,1.0,0.0,3.0,3,1.0,1.0
48206U,20,1.0,0.0,3.0,3,1.0,1.0
761183,20,1.0,0.0,3.0,4,1.0,1.0
939322,20,1.0,0.0,3.0,3,1.0,1.0
04644A,20,1.0,0.0,3.0,4,1.0,1.0
369147,20,1.0,0.0,3.0,3,1.0,1.0
881451,20,1.0,0.0,3.0,4,1.0,1.0
713569,20,1.0,0.0,3.0,4,1.0,1.0
256159,20,1.0,0.0,3.0,4,1.0,1.0
978179,20,1.0,0.0,3.0,4,1.0,1.0
96808B,20,1.0,0.0,3.0,4,1.0,1.0
978149,20,1.0,0.0,3.0,4,1.0,1.0
393059,20,1.0,0.0,3.0,4,1.0,1.0
023164,20,1.0,0.0,3.0,3,1.0,1.0
45244W,20,1.0,0.0,3.0,4,1.0,1.0
45337C,20,1.0,0.0,3.0,4,1.0,1.0
866796,20,1.0,0.0,3.0,4,1.0,1.0
23257A,20,1.0,0.0,3.0,3,1.0,1.0
119003,20,1.0,0.0,3.0,4,1.0,1.0
854231,20,1.0,0.0,3.0,4,1.0,1.0
56086P,20,1.0,0.0,3.0,3,1.0,1.0
91821K,20,1.0,0.0,3.0,4,1.0,1.0
595067,20,1.0,0.0,3.0,3,1.0,1.0
585051,20,1.0,0.0,3.0,3,1.0,1.0
09265M,20,1.0,0.0,3.0,4,1.0,1.0
204914,20,1.0,0.0,3.0,4,1.0,1.0
809877,20,1.0,0.0,3.0,4,1.0,1.0
G47567,20,1.0,0.0,3.0,4,1.0,1.0
26138E,20,1.0,0.0,3.0,4,1.0,1.0
781748,20,1.0,0.0,3.0,3,1.0,1.0
628735,20,1.0,0.0,3.0,3,1.0,1.0
008015,20,1.0,0.0,3.0,4,1.0,1.0
482480,20,1.0,0.0,3.0,3,1.0,1.0
977385,20,1.0,0.0,3.0,3,1.0,1.0
925815,20,1.0,0.0,3.0,3,1.0,1.0
87924V,20,1.0,0.0,3.0,3,1.0,1.0
89323B,20,1.0,0.0,3.0,4,1.0,1.0
632347,20,1.0,0.0,3.0,4,1.0,1.0
988881,20,1.0,0.0,3.0,4,1.0,1.0
406545,20,1.0,0.0,3.0,3,1.0,1.0
989524,20,1.0,0.0,3.0,4,1.0,1.0
29669A,20,1.0,0.0,3.0,3,1.0,1.0
87263U,20,1.0,0.0,3.0,4,1.0,1.0
589889,20,1.0,0.0,3.0,4,1.0,1.0
458747,20,1.0,0.0,3.0,3,1.0,1.0
037906,20,1.0,0.0,3.0,3,1.0,1.0
293310,20,1.0,0.0,3.0,4,1.0,1.0
00760H,20,1.0,0.0,3.0,3,1.0,1.0
00737P,20,1.0,0.0,3.0,3,1.0,1.0
141602,20,1.0,0.0,3.0,3,1.0,1.0
011612,20,1.0,0.0,3.0,3,1.0,1.0
44041Y,20,1.0,0.0,3.0,4,1.0,1.0
894171,20,1.0,0.0,3.0,4,1.0,1.0
615799,20,1.0,0.0,3.0,3,1.0,1.0
368706,20,1.0,0.0,3.0,3,1.0,1.0
577776,20,1.0,0.0,3.0,4,1.0,1.0
216648,20,1.0,0.0,3.0,3,1.0,1.0
641208,20,1.0,0.0,3.0,4,1.0,1.0
16938G,20,1.0,0.0,3.0,3,1.0,1.0
143126,20,1.0,0.0,3.0,3,1.0,1.0
255908,20,1.0,0.0,3.0,3,1.0,1.0
04269E,20,1.0,0.0,3.0,3,1.0,1.0
830917,20,1.0,0.0,3.0,4,1.0,1.0
00185E,20,1.0,0.0,3.0,4,1.0,1.0
92846Y,20,1.0,0.0,3.0,3,1.0,1.0
45764L,20,1.0,0.0,3.0,4,1.0,1.0
452911,20,1.0,0.0,3.0,4,1.0,1.0
657201,20,1.0,0.0,3.0,4,1.0,1.0
008190,20,1.0,0.0,3.0,3,1.0,1.0
98155B,20,1.0,0.0,3.0,4,1.0,1.0
74838C,20,1.0,0.0,3.0,4,1.0,1.0
98411E,20,1.0,0.0,3.0,3,1.0,1.0
449295,20,1.0,0.0,3.0,4,1.0,1.0
934648,20,1.0,0.0,3.0,4,1.0,1.0
23962Q,20,1.0,0.0,3.0,4,1.0,1.0
645370,20,1.0,0.0,3.0,4,1.0,1.0
177376,20,1.0,0.0,3.0,3,1.0,1.0
00371N,20,1.0,0.0,3.0,4,1.0,1.0
480236,20,1.0,0.0,3.0,4,1.0,1.0
986670,20,1.0,0.0,3.0,4,1.0,1.0
198516,20,1.0,0.0,3.0,3,1.0,1.0
74834T,20,1.0,0.0,3.0,3,1.0,1.0
026649,20,1.0,0.0,3.0,4,1.0,1.0
156431,20,1.0,0.0,3.0,4,1.0,1.0
025762,20,1.0,0.0,3.0,3,1.0,1.0
12562M,20,1.0,0.0,3.0,4,1.0,1.0
29076N,20,1.0,0.0,3.0,4,1.0,1.0
978150,20,1.0,0.0,3.0,4,1.0,1.0
53620L,20,1.0,0.0,3.0,4,1.0,1.0
090909,20,1.0,0.0,3.0,3,1.0,1.0
763408,20,1.0,0.0,3.0,3,1.0,1.0
83421A,20,1.0,0.0,3.0,3,1.0,1.0
669908,20,1.0,0.0,3.0,4,1.0,1.0
267720,20,1.0,0.0,3.0,4,1.0,1.0
65020P,20,1.0,0.0,3.0,4,1.0,1.0
193290,20,1.0,0.0,3.0,3,1.0,1.0
90331R,20,1.0,0.0,3.0,3,1.0,1.0
03070P,20,1.0,0.0,3.0,4,1.0,1.0
29664R,20,1.0,0.0,3.0,4,1.0,1.0
00650P,20,1.0,0.0,3.0,4,1.0,1.0
690027,20,1.0,0.0,3.0,3,1.0,1.0
790849,20,1.0,0.0,3.0,4,1.0,1.0
028731,20,1.0,0.0,3.0,4,1.0,1.0
461868,20,1.0,0.0,3.0,3,1.0,1.0
74164M,20,1.0,0.0,3.0,4,1.0,1.0
431284,20,1.0,0.0,3.0,4,1.0,1.0
030371,20,1.0,0.0,3.0,4,1.0,1.0
073302,20,1.0,0.0,3.0,3,1.0,1.0
416196,20,1.0,0.0,3.0,4,1.0,1.0
49803L,20,1.0,0.0,3.0,4,1.0,1.0
60705U,20,1.0,0.0,3.0,4,1.0,1.0
90400D,20,1.0,0.0,3.0,4,1.0,1.0
278749,20,1.0,0.0,3.0,3,1.0,1.0
171905,20,1.0,0.0,3.0,3,1.0,1.0
147905,20,1.0,0.0,3.0,3,1.0,1.0
879604,20,1.0,0.0,3.0,4,1.0,1.0
28248F,20,1.0,0.0,3.0,4,1.0,1.0
861572,20,1.0,0.0,3.0,3,1.0,1.0
G3774N,20,1.0,0.0,3.0,4,1.0,1.0
980905,20,1.0,0.0,3.0,3,1.0,1.0
338123,20,1.0,0.0,3.0,3,1.0,1.0
372460,20,1.0,0.0,3.0,3,1.0,1.0
682311,20,1.0,0.0,3.0,3,1.0,1.0
683709,20,1.0,0.0,3.0,4,1.0,1.0
747309,20,1.0,0.0,3.0,3,1.0,1.0
44244K,20,1.0,0.0,3.0,3,1.0,1.0
552953,20,1.0,0.0,3.0,4,1.0,1.0
721596,20,1.0,0.0,3.0,4,1.0,1.0
461203,20,1.0,0.0,3.0,4,1.0,1.0
844909,20,1.0,0.0,3.0,3,1.0,1.0
040047,20,1.0,0.0,3.0,3,1.0,1.0
714005,20,1.0,0.0,3.0,3,1.0,1.0
427398,20,1.0,0.0,3.0,4,1.0,1.0
76680V,20,1.0,0.0,3.0,4,1.0,1.0
978093,20,1.0,0.0,3.0,4,1.0,1.0
211642,20,1.0,0.0,3.0,3,1.0,1.0
18450P,20,1.0,0.0,3.0,3,1.0,1.0
74762E,20,1.0,0.0,3.0,4,1.0,1.0
875372,20,1.0,0.0,3.0,4,1.0,1.0
90944L,20,1.0,0.0,3.0,4,1.0,1.0
37932L,20,1.0,0.0,3.0,3,1.0,1.0
562750,20,1.0,0.0,3.0,3,1.0,1.0
854502,20,1.0,0.0,3.0,4,1.0,1.0
14140H,20,1.0,0.0,3.0,3,1.0,1.0
74837R,20,1.0,0.0,3.0,3,1.0,1.0
616880,20,1.0,0.0,3.0,4,1.0,1.0
582757,20,1.0,0.0,3.0,4,1.0,1.0
066821,20,1.0,0.0,3.0,4,1.0,1.0
447462,20,1.0,0.0,3.0,3,1.0,1.0
03073E,20,1.0,0.0,3.0,4,1.0,1.0
806373,20,1.0,0.0,3.0,3,1.0,1.0
294268,20,1.0,0.0,3.0,3,1.0,1.0
833034,20,1.0,0.0,3.0,3,1.0,1.0
163749,20,1.0,0.0,3.0,4,1.0,1.0
03820G,20,1.0,0.0,3.0,4,1.0,1.0
57063L,20,1.0,0.0,3.0,4,1.0,1.0
292866,20,1.0,0.0,3.0,4,1.0,1.0
29081N,20,1.0,0.0,3.0,3,1.0,1.0
46115N,20,1.0,0.0,3.0,3,1.0,1.0
670837,20,1.0,0.0,3.0,4,1.0,1.0
43357C,20,1.0,0.0,3.0,4,1.0,1.0
904583,20,1.0,0.0,3.0,3,1.0,1.0
761655,20,1.0,0.0,3.0,4,1.0,1.0
87215N,20,1.0,0.0,3.0,4,1.0,1.0
169657,20,1.0,0.0,3.0,4,1.0,1.0
459824,20,1.0,0.0,3.0,4,1.0,1.0
G25343,20,1.0,0.0,3.0,3,1.0,1.0
138108,20,1.0,0.0,3.0,3,1.0,1.0
33763B,20,1.0,0.0,3.0,4,1.0,1.0
202604,20,1.0,0.0,3.0,3,1.0,1.0
219350,20,1.0,0.0,3.0,4,1.0,1.0
607059,20,1.0,0.0,3.0,3,1.0,1.0
470883,20,1.0,0.0,3.0,4,1.0,1.0
888706,20,1.0,0.0,3.0,3,1.0,1.0
501940,20,1.0,0.0,3.0,3,1.0,1.0
039229,20,1.0,0.0,3.0,3,1.0,1.0
146875,20,1.0,0.0,3.0,4,1.0,1.0
019782,20,1.0,0.0,3.0,3,1.0,1.0
64049M,20,1.0,0.0,3.0,3,1.0,1.0
204925,20,1.0,0.0,3.0,4,1.0,1.0
453407,20,1.0,0.0,3.0,3,1.0,1.0
096227,20,1.0,0.0,3.0,4,1.0,1.0
149481,20,1.0,0.0,3.0,4,1.0,1.0
811377,20,1.0,0.0,3.0,3,1.0,1.0
60877T,20,1.0,0.0,3.0,3,1.0,1.0
42210P,20,1.0,0.0,3.0,4,1.0,1.0
651511,20,1.0,0.0,3.0,3,1.0,1.0
98906U,20,1.0,0.0,3.0,4,1.0,1.0
00430U,20,1.0,0.0,3.0,3,1.0,1.0
642876,20,1.0,0.0,3.0,3,1.0,1.0
351858,20,1.0,0.0,3.0,4,1.0,1.0
75886X,20,1.0,0.0,3.0,3,1.0,1.0
927926,20,1.0,0.0,3.0,3,1.0,1.0
088606,20,1.0,0.0,3.0,4,1.0,1.0
776670,20,1.0,0.0,3.0,4,1.0,1.0
404165,20,1.0,0.0,3.0,4,1.0,1.0
294703,20,1.0,0.0,3.0,4,1.0,1.0
007525,20,1.0,0.0,3.0,4,1.0,1.0
04289L,20,1.0,0.0,3.0,4,1.0,1.0
268158,20,1.0,0.0,3.0,4,1.0,1.0
88580V,20,1.0,0.0,3.0,4,1.0,1.0
831858,20,1.0,0.0,3.0,3,1.0,1.0
443784,20,1.0,0.0,3.0,3,1.0,1.0
317823,20,1.0,0.0,3.0,4,1.0,1.0
470916,20,1.0,0.0,3.0,3,1.0,1.0
60365K,20,1.0,0.0,3.0,3,1.0,1.0
23330X,20,1.0,0.0,3.0,3,1.0,1.0
719219,20,1.0,0.0,3.0,4,1.0,1.0
00846U,20,1.0,0.0,3.0,3,1.0,1.0
438138,20,1.0,0.0,3.0,4,1.0,1.0
988909,20,1.0,0.0,3.0,4,1.0,1.0
719574,20,1.0,0.0,3.0,3,1.0,1.0
655421,20,1.0,0.0,3.0,4,1.0,1.0
258624,20,1.0,0.0,3.0,3,1.0,1.0
597413,20,1.0,0.0,3.0,4,1.0,1.0
591695,20,1.0,0.0,3.0,4,1.0,1.0
25387R,20,1.0,0.0,3.0,3,1.0,1.0
75604L,20,1.0,0.0,3.0,4,1.0,1.0
163421,20,1.0,0.0,3.0,3,1.0,1.0
22754R,20,1.0,0.0,3.0,3,1.0,1.0
45837U,20,1.0,0.0,3.0,4,1.0,1.0
437355,20,1.0,0.0,3.0,4,1.0,1.0
834380,20,1.0,0.0,3.0,4,1.0,1.0
311648,20,1.0,0.0,3.0,4,1.0,1.0
427866,20,1.0,0.0,3.0,4,1.0,1.0
75605Y,20,1.0,0.0,3.0,4,1.0,1.0
885535,20,1.0,0.0,3.0,4,1.0,1.0
75914G,20,1.0,0.0,3.0,4,1.0,1.0
001073,20,1.0,0.0,3.0,4,1.0,1.0
47215P,20,1.0,0.0,3.0,4,1.0,1.0
92276F,20,1.0,0.0,3.0,4,1.0,1.0
023762,20,1.0,0.0,3.0,4,1.0,1.0
345449,20,1.0,0.0,3.0,4,1.0,1.0
895906,20,1.0,0.0,3.0,4,1.0,1.0
825390,20,1.0,0.0,3.0,3,1.0,1.0
577097,20,1.0,0.0,3.0,4,1.0,1.0
007521,20,1.0,0.0,3.0,4,1.0,1.0
583916,20,1.0,0.0,3.0,4,1.0,1.0
988910,20,1.0,0.0,3.0,3,1.0,1.0
535678,20,1.0,0.0,3.0,4,1.0,1.0
36471P,20,1.0,0.0,3.0,4,1.0,1.0
521863,20,1.0,0.0,3.0,4,1.0,1.0
339030,20,1.0,0.0,3.0,4,1.0,1.0
858497,20,1.0,0.0,3.0,3,1.0,1.0
795757,20,1.0,0.0,3.0,4,1.0,1.0
91335U,20,1.0,0.0,3.0,4,1.0,1.0
871561,20,1.0,0.0,3.0,4,1.0,1.0
10575Q,20,1.0,0.0,3.0,3,1.0,1.0
420781,20,1.0,0.0,3.0,3,1.0,1.0
