focal_cusip,n_top_picks,saturated_share,single_tie_share,median_n_ties,max_n_ties,mean_sustained_share,fraction_with_persistence_signal
833551,20,1.0,0.0,3.0,3,1.0,1.0
74112E,20,1.0,0.0,3.0,4,1.0,1.0
269151,20,1.0,0.0,3.0,3,1.0,1.0
55345K,20,1.0,0.0,3.0,3,1.0,1.0
67083K,20,1.0,0.0,3.0,4,1.0,1.0
125896,20,1.0,0.0,3.0,4,1.0,1.0
225606,20,1.0,0.0,3.0,4,1.0,1.0
G3727Q,20,1.0,0.0,3.0,4,1.0,1.0
59514P,20,1.0,0.0,3.0,3,1.0,1.0
50077B,20,1.0,0.0,3.0,3,1.0,1.0
65535H,20,1.0,0.0,3.0,4,1.0,1.0
68219P,20,1.0,0.0,3.0,4,1.0,1.0
05150E,20,1.0,0.0,3.0,4,1.0,1.0
817320,20,1.0,0.0,3.0,3,1.0,1.0
745865,20,1.0,0.0,3.0,4,1.0,1.0
14754D,20,1.0,0.0,3.0,4,1.0,1.0
878895,20,1.0,0.0,3.0,4,1.0,1.0
189464,20,1.0,0.0,3.0,3,1.0,1.0
770660,20,1.0,0.0,3.0,4,1.0,1.0
077903,20,1.0,0.0,3.0,4,1.0,1.0
98906Q,20,1.0,0.0,3.0,3,1.0,1.0
410783,20,1.0,0.0,3.0,3,1.0,1.0
067774,20,1.0,0.0,3.0,4,1.0,1.0
565097,20,1.0,0.0,3.0,3,1.0,1.0
23251J,20,1.0,0.0,3.0,4,1.0,1.0
171779,20,1.0,0.0,3.0,4,1.0,1.0
03815U,20,1.0,0.0,3.0,4,1.0,1.0
206197,20,1.0,0.0,3.0,4,1.0,1.0
74728C,20,1.0,0.0,3.0,4,1.0,1.0
864159,20,1.0,0.0,3.0,3,1.0,1.0
45670G,20,1.0,0.0,3.0,4,1.0,1.0
G93205,20,1.0,0.0,3.0,4,1.0,1.0
05964H,20,1.0,0.0,3.0,4,1.0,1.0
021089,20,1.0,0.0,3.0,3,1.0,1.0
963142,20,1.0,0.0,3.0,4,1.0,1.0
518439,20,1.0,0.0,3.0,3,1.0,1.0
290143,20,1.0,0.0,3.0,3,1.0,1.0
22764E,20,1.0,0.0,3.0,4,1.0,1.0
034528,20,1.0,0.0,3.0,3,1.0,1.0
343856,20,1.0,0.0,3.0,4,1.0,1.0
053332,20,1.0,0.0,3.0,4,1.0,1.0
009728,20,1.0,0.0,3.0,3,1.0,1.0
80862K,20,1.0,0.0,3.0,3,1.0,1.0
02665T,20,1.0,0.0,3.0,4,1.0,1.0
969465,20,1.0,0.0,3.0,3,1.0,1.0
031162,20,1.0,0.0,3.0,4,1.0,1.0
04963C,20,1.0,0.0,3.0,4,1.0,1.0
298416,20,1.0,0.0,3.0,3,1.0,1.0
20557T,20,1.0,0.0,3.0,4,1.0,1.0
681925,20,1.0,0.0,3.0,3,1.0,1.0
21871D,20,1.0,0.0,3.0,4,1.0,1.0
554749,20,1.0,0.0,3.0,4,1.0,1.0
252842,20,1.0,0.0,3.0,4,1.0,1.0
36113B,20,1.0,0.0,3.0,3,1.0,1.0
750236,20,1.0,0.0,3.0,4,1.0,1.0
068062,20,1.0,0.0,3.0,4,1.0,1.0
09056B,20,1.0,0.0,3.0,4,1.0,1.0
232806,20,1.0,0.0,3.0,4,1.0,1.0
225224,20,1.0,0.0,3.0,4,1.0,1.0
29250D,20,1.0,0.0,3.0,4,1.0,1.0
254607,20,1.0,0.0,3.0,4,1.0,1.0
047620,20,1.0,0.0,3.0,4,1.0,1.0
815704,20,1.0,0.0,3.0,4,1.0,1.0
55348A,20,1.0,0.0,3.0,4,1.0,1.0
053611,20,1.0,0.0,3.0,4,1.0,1.0
690370,20,1.0,0.0,3.0,4,1.0,1.0
974280,20,1.0,0.0,3.0,4,1.0,1.0
923436,20,1.0,0.0,3.0,4,1.0,1.0
584900,20,1.0,0.0,3.0,3,1.0,1.0
20466V,20,1.0,0.0,3.0,3,1.0,1.0
45773L,20,1.0,0.0,3.0,3,1.0,1.0
43236D,20,1.0,0.0,3.0,4,1.0,1.0
754212,20,1.0,0.0,3.0,4,1.0,1.0
253675,20,1.0,0.0,3.0,3,1.0,1.0
280358,20,1.0,0.0,3.0,3,1.0,1.0
78442T,20,1.0,0.0,3.0,3,1.0,1.0
42839Y,20,1.0,0.0,3.0,4,1.0,1.0
96208T,20,1.0,0.0,3.0,4,1.0,1.0
237926,20,1.0,0.0,3.0,3,1.0,1.0
761557,20,1.0,0.0,3.0,4,1.0,1.0
380203,20,1.0,0.0,3.0,4,1.0,1.0
368473,20,1.0,0.0,3.0,4,1.0,1.0
917327,20,1.0,0.0,3.0,3,1.0,1.0
269242,20,1.0,0.0,3.0,4,1.0,1.0
902951,20,1.0,0.0,3.0,4,1.0,1.0
404181,20,1.0,0.0,3.0,4,1.0,1.0
311900,20,1.0,0.0,3.0,4,1.0,1.0
460184,20,1.0,0.0,3.0,3,1.0,1.0
44930G,20,1.0,0.0,3.0,4,1.0,1.0
232861,20,1.0,0.0,3.0,3,1.0,1.0
745548,20,1.0,0.0,3.0,4,1.0,1.0
077454,20,1.0,0.0,3.0,3,1.0,1.0
743315,20,1.0,0.0,3.0,4,1.0,1.0
675724,20,1.0,0.0,3.0,4,1.0,1.0
363127,20,1.0,0.0,3.0,4,1.0,1.0
92281E,20,1.0,0.0,3.0,3,1.0,1.0
91972C,20,1.0,0.0,3.0,3,1.0,1.0
411614,20,1.0,0.0,3.0,4,1.0,1.0
45845P,20,1.0,0.0,3.0,4,1.0,1.0
204620,20,1.0,0.0,3.0,4,1.0,1.0
983895,20,1.0,0.0,3.0,3,1.0,1.0
65333B,20,1.0,0.0,3.0,4,1.0,1.0
25429Q,20,1.0,0.0,3.0,3,1.0,1.0
29413U,20,1.0,0.0,3.0,4,1.0,1.0
39787M,20,1.0,0.0,3.0,4,1.0,1.0
13321L,20,1.0,0.0,3.0,4,1.0,1.0
925117,20,1.0,0.0,3.0,4,1.0,1.0
421903,20,1.0,0.0,3.0,3,1.0,1.0
171708,20,1.0,0.0,3.0,4,1.0,1.0
550362,20,1.0,0.0,3.0,3,1.0,1.0
501577,20,1.0,0.0,3.0,4,1.0,1.0
124830,20,1.0,0.0,3.0,4,1.0,1.0
053807,20,1.0,0.0,3.0,4,1.0,1.0
31430F,20,1.0,0.0,3.0,4,1.0,1.0
401617,20,1.0,0.0,3.0,4,1.0,1.0
64110N,20,1.0,0.0,3.0,4,1.0,1.0
680665,20,1.0,0.0,3.0,3,1.0,1.0
76026T,20,1.0,0.0,3.0,4,1.0,1.0
10567L,20,1.0,0.0,3.0,3,1.0,1.0
902938,20,1.0,0.0,3.0,4,1.0,1.0
23332K,20,1.0,0.0,3.0,3,1.0,1.0
40428N,20,1.0,0.0,3.0,4,1.0,1.0
929740,20,1.0,0.0,3.0,3,1.0,1.0
458140,20,1.0,0.0,3.0,4,1.0,1.0
74727D,20,1.0,0.0,3.0,4,1.0,1.0
92342R,20,1.0,0.0,3.0,4,1.0,1.0
784185,20,1.0,0.0,3.0,3,1.0,1.0
93369N,20,1.0,0.0,3.0,3,1.0,1.0
73936C,20,1.0,0.0,3.0,3,1.0,1.0
55314U,20,1.0,0.0,3.0,3,1.0,1.0
652484,20,1.0,0.0,3.0,4,1.0,1.0
191900,20,1.0,0.0,3.0,3,1.0,1.0
871594,20,1.0,0.0,3.0,4,1.0,1.0
433550,20,1.0,0.0,3.0,3,1.0,1.0
89531P,20,1.0,0.0,3.0,3,1.0,1.0
14964U,20,1.0,0.0,3.0,4,1.0,1.0
584958,20,1.0,0.0,3.0,3,1.0,1.0
073730,20,1.0,0.0,3.0,4,1.0,1.0
285825,20,1.0,0.0,3.0,4,1.0,1.0
125138,20,1.0,0.0,3.0,3,1.0,1.0
501825,20,1.0,0.0,3.0,3,1.0,1.0
218728,20,1.0,0.0,3.0,3,1.0,1.0
549395,20,1.0,0.0,3.0,4,1.0,1.0
451033,20,1.0,0.0,3.0,3,1.0,1.0
02503Y,20,1.0,0.0,3.0,3,1.0,1.0
655844,20,1.0,0.0,3.0,4,1.0,1.0
705906,20,1.0,0.0,3.0,4,1.0,1.0
775133,20,1.0,0.0,3.0,3,1.0,1.0
81762P,20,1.0,0.0,3.0,4,1.0,1.0
081437,20,1.0,0.0,3.0,4,1.0,1.0
750611,20,1.0,0.0,3.0,4,1.0,1.0
644535,20,1.0,0.0,3.0,3,1.0,1.0
704586,20,1.0,0.0,3.0,4,1.0,1.0
817268,20,1.0,0.0,3.0,4,1.0,1.0
91335G,20,1.0,0.0,3.0,3,1.0,1.0
13123E,20,1.0,0.0,3.0,4,1.0,1.0
26869R,20,1.0,0.0,3.0,3,1.0,1.0
82967G,20,1.0,0.0,3.0,3,1.0,1.0
927624,20,1.0,0.0,3.0,4,1.0,1.0
970646,20,1.0,0.0,3.0,3,1.0,1.0
827056,20,1.0,0.0,3.0,3,1.0,1.0
171116,20,1.0,0.0,3.0,3,1.0,1.0
781220,20,1.0,0.0,3.0,3,1.0,1.0
892335,20,1.0,0.0,3.0,4,1.0,1.0
57636Q,20,1.0,0.0,3.0,4,1.0,1.0
351807,20,1.0,0.0,3.0,4,1.0,1.0
521050,20,1.0,0.0,3.0,3,1.0,1.0
006855,20,1.0,0.0,3.0,4,1.0,1.0
841297,20,1.0,0.0,3.0,4,1.0,1.0
703836,20,1.0,0.0,3.0,4,1.0,1.0
458847,20,1.0,0.0,3.0,4,1.0,1.0
892027,20,1.0,0.0,3.0,4,1.0,1.0
75086K,20,1.0,0.0,3.0,3,1.0,1.0
67059N,20,1.0,0.0,3.0,3,1.0,1.0
237914,20,1.0,0.0,3.0,3,1.0,1.0
398502,20,1.0,0.0,3.0,4,1.0,1.0
987413,20,1.0,0.0,3.0,4,1.0,1.0
607050,20,1.0,0.0,3.0,3,1.0,1.0
225641,20,1.0,0.0,3.0,3,1.0,1.0
37936U,20,1.0,0.0,3.0,3,1.0,1.0
625437,20,1.0,0.0,3.0,3,1.0,1.0
587200,20,1.0,0.0,3.0,3,1.0,1.0
30212P,20,1.0,0.0,3.0,4,1.0,1.0
452907,20,1.0,0.0,3.0,3,1.0,1.0
171569,20,1.0,0.0,3.0,4,1.0,1.0
40418F,20,1.0,0.0,3.0,4,1.0,1.0
343302,20,1.0,0.0,3.0,4,1.0,1.0
232820,20,1.0,0.0,3.0,4,1.0,1.0
822703,20,1.0,0.0,3.0,3,1.0,1.0
316549,20,1.0,0.0,3.0,3,1.0,1.0
761763,20,1.0,0.0,3.0,4,1.0,1.0
55347W,20,1.0,0.0,3.0,4,1.0,1.0
12640Y,20,1.0,0.0,3.0,4,1.0,1.0
50048Y,20,1.0,0.0,3.0,3,1.0,1.0
482740,20,1.0,0.0,3.0,3,1.0,1.0
12476P,20,1.0,0.0,3.0,3,1.0,1.0
229899,20,1.0,0.0,3.0,3,1.0,1.0
87266J,20,1.0,0.0,3.0,4,1.0,1.0
359050,20,1.0,0.0,3.0,3,1.0,1.0
834005,20,1.0,0.0,3.0,3,1.0,1.0
45867G,20,1.0,0.0,3.0,3,1.0,1.0
893247,20,1.0,0.0,3.0,4,1.0,1.0
14147M,20,1.0,0.0,3.0,3,1.0,1.0
609176,20,1.0,0.0,3.0,3,1.0,1.0
90478E,20,1.0,0.0,3.0,4,1.0,1.0
054681,20,1.0,0.0,3.0,4,1.0,1.0
817322,20,1.0,0.0,3.0,3,1.0,1.0
381149,20,1.0,0.0,3.0,3,1.0,1.0
098570,20,1.0,0.0,3.0,4,1.0,1.0
457776,20,1.0,0.0,3.0,3,1.0,1.0
748798,20,1.0,0.0,3.0,4,1.0,1.0
669967,20,1.0,0.0,3.0,4,1.0,1.0
48242W,20,1.0,0.0,3.0,4,1.0,1.0
67457P,20,1.0,0.0,3.0,3,1.0,1.0
893239,20,1.0,0.0,3.0,4,1.0,1.0
G98777,20,1.0,0.0,3.0,3,1.0,1.0
629491,20,1.0,0.0,3.0,4,1.0,1.0
867927,20,1.0,0.0,3.0,3,1.0,1.0
886405,20,1.0,0.0,3.0,4,1.0,1.0
87157A,20,1.0,0.0,3.0,3,1.0,1.0
01626P,20,1.0,0.0,3.0,3,1.0,1.0
42221N,20,1.0,0.0,3.0,4,1.0,1.0
654798,20,1.0,0.0,3.0,3,1.0,1.0
92343C,20,1.0,0.0,3.0,3,1.0,1.0
92659H,20,1.0,0.0,3.0,3,1.0,1.0
933131,20,1.0,0.0,3.0,4,1.0,1.0
006854,20,1.0,0.0,3.0,3,1.0,1.0
695113,20,1.0,0.0,3.0,3,1.0,1.0
63545P,20,1.0,0.0,3.0,4,1.0,1.0
22087M,20,1.0,0.0,3.0,3,1.0,1.0
62985Q,20,1.0,0.0,3.0,4,1.0,1.0
46621D,20,1.0,0.0,3.0,4,1.0,1.0
64118Q,20,1.0,0.0,3.0,4,1.0,1.0
225756,20,1.0,0.0,3.0,4,1.0,1.0
74837L,20,1.0,0.0,3.0,3,1.0,1.0
G22404,20,1.0,0.0,3.0,4,1.0,1.0
853836,20,1.0,0.0,3.0,3,1.0,1.0
44914M,20,1.0,0.0,3.0,3,1.0,1.0
151020,20,1.0,0.0,3.0,3,1.0,1.0
099709,20,1.0,0.0,3.0,3,1.0,1.0
371485,20,1.0,0.0,3.0,4,1.0,1.0
302695,20,1.0,0.0,3.0,3,1.0,1.0
695257,20,1.0,0.0,3.0,3,1.0,1.0
799702,20,1.0,0.0,3.0,3,1.0,1.0
302056,20,1.0,0.0,3.0,3,1.0,1.0
524660,20,1.0,0.0,3.0,3,1.0,1.0
743866,20,1.0,0.0,3.0,4,1.0,1.0
586263,20,1.0,0.0,3.0,3,1.0,1.0
20589R,20,1.0,0.0,3.0,3,1.0,1.0
388689,20,1.0,0.0,3.0,4,1.0,1.0
947890,20,1.0,0.0,3.0,4,1.0,1.0
686164,20,1.0,0.0,3.0,3,1.0,1.0
04280A,20,1.0,0.0,3.0,4,1.0,1.0
016435,20,1.0,0.0,3.0,3,1.0,1.0
896945,20,1.0,0.0,3.0,3,1.0,1.0
054536,20,1.0,0.0,3.0,3,1.0,1.0
053774,20,1.0,0.0,3.0,3,1.0,1.0
409189,20,1.0,0.0,3.0,3,1.0,1.0
514756,20,1.0,0.0,3.0,4,1.0,1.0
92240M,20,1.0,0.0,3.0,4,1.0,1.0
891894,20,1.0,0.0,3.0,3,1.0,1.0
11130R,20,1.0,0.0,3.0,4,1.0,1.0
903236,20,1.0,0.0,3.0,4,1.0,1.0
68241L,20,1.0,0.0,3.0,4,1.0,1.0
98919T,20,1.0,0.0,3.0,4,1.0,1.0
141477,20,1.0,0.0,3.0,3,1.0,1.0
703588,20,1.0,0.0,3.0,3,1.0,1.0
045384,20,1.0,0.0,3.0,4,1.0,1.0
22674T,20,1.0,0.0,3.0,4,1.0,1.0
703395,20,1.0,0.0,3.0,4,1.0,1.0
976524,20,1.0,0.0,3.0,4,1.0,1.0
564910,20,1.0,0.0,3.0,4,1.0,1.0
29282R,20,1.0,0.0,3.0,3,1.0,1.0
74727K,20,1.0,0.0,3.0,3,1.0,1.0
00950V,20,1.0,0.0,3.0,4,1.0,1.0
92239N,20,1.0,0.0,3.0,4,1.0,1.0
212180,20,1.0,0.0,3.0,3,1.0,1.0
92825D,20,1.0,0.0,3.0,4,1.0,1.0
871609,20,1.0,0.0,3.0,4,1.0,1.0
69912K,20,1.0,0.0,3.0,3,1.0,1.0
000886,20,1.0,0.0,3.0,4,1.0,1.0
55277P,20,1.0,0.0,3.0,3,1.0,1.0
067806,20,1.0,0.0,3.0,4,1.0,1.0
84763A,20,1.0,0.0,3.0,4,1.0,1.0
543162,20,1.0,0.0,3.0,3,1.0,1.0
000752,20,1.0,0.0,3.0,3,1.0,1.0
705573,20,1.0,0.0,3.0,3,1.0,1.0
53217V,20,1.0,0.0,3.0,3,1.0,1.0
967446,20,1.0,0.0,3.0,3,1.0,1.0
92857W,20,1.0,0.0,3.0,3,1.0,1.0
776493,20,1.0,0.0,3.0,3,1.0,1.0
458683,20,1.0,0.0,3.0,4,1.0,1.0
345458,20,1.0,0.0,3.0,4,1.0,1.0
966680,20,1.0,0.0,3.0,3,1.0,1.0
03475V,20,1.0,0.0,3.0,4,1.0,1.0
043412,20,1.0,0.0,3.0,3,1.0,1.0
51807H,20,1.0,0.0,3.0,4,1.0,1.0
002083,20,1.0,0.0,3.0,4,1.0,1.0
456921,20,1.0,0.0,3.0,3,1.0,1.0
01643A,20,1.0,0.0,3.0,4,1.0,1.0
817323,20,1.0,0.0,3.0,3,1.0,1.0
15117N,20,1.0,0.0,3.0,4,1.0,1.0
02916P,20,1.0,0.0,3.0,4,1.0,1.0
879569,20,1.0,0.0,3.0,3,1.0,1.0
261471,20,1.0,0.0,3.0,3,1.0,1.0
00207B,20,1.0,0.0,3.0,4,1.0,1.0
480695,20,1.0,0.0,3.0,3,1.0,1.0
694873,20,1.0,0.0,3.0,3,1.0,1.0
043136,20,1.0,0.0,3.0,4,1.0,1.0
794690,20,1.0,0.0,3.0,3,1.0,1.0
92924F,20,1.0,0.0,3.0,4,1.0,1.0
117665,20,1.0,0.0,3.0,4,1.0,1.0
704326,20,1.0,0.0,3.0,3,1.0,1.0
608513,20,1.0,0.0,3.0,4,1.0,1.0
76118L,20,1.0,0.0,3.0,4,1.0,1.0
45245V,20,1.0,0.0,3.0,3,1.0,1.0
863583,20,1.0,0.0,3.0,4,1.0,1.0
417434,20,1.0,0.0,3.0,3,1.0,1.0
90137E,20,1.0,0.0,3.0,3,1.0,1.0
460690,20,1.0,0.0,3.0,4,1.0,1.0
98138R,20,1.0,0.0,3.0,4,1.0,1.0
02051Q,20,1.0,0.0,3.0,3,1.0,1.0
29272A,20,1.0,0.0,3.0,4,1.0,1.0
64114Q,20,1.0,0.0,3.0,3,1.0,1.0
926734,20,1.0,0.0,3.0,3,1.0,1.0
13738Y,20,1.0,0.0,3.0,3,1.0,1.0
671015,20,1.0,0.0,3.0,3,1.0,1.0
58733R,20,1.0,0.0,3.0,4,1.0,1.0
744287,20,1.0,0.0,3.0,4,1.0,1.0
452519,20,1.0,0.0,3.0,4,1.0,1.0
218916,20,1.0,0.0,3.0,3,1.0,1.0
84856M,20,1.0,0.0,3.0,3,1.0,1.0
387241,20,1.0,0.0,3.0,4,1.0,1.0
00433V,20,1.0,0.0,3.0,4,1.0,1.0
505739,20,1.0,0.0,3.0,3,1.0,1.0
913190,20,1.0,0.0,3.0,3,1.0,1.0
459875,20,1.0,0.0,3.0,3,1.0,1.0
09858M,20,1.0,0.0,3.0,3,1.0,1.0
373712,20,1.0,0.0,3.0,3,1.0,1.0
001004,20,1.0,0.0,3.0,3,1.0,1.0
451921,20,1.0,0.0,3.0,4,1.0,1.0
23335C,20,1.0,0.0,3.0,3,1.0,1.0
344123,20,1.0,0.0,3.0,3,1.0,1.0
03815A,20,1.0,0.0,3.0,3,1.0,1.0
282056,20,1.0,0.0,3.0,3,1.0,1.0
916896,20,1.0,0.0,3.0,3,1.0,1.0
79781B,20,1.0,0.0,3.0,4,1.0,1.0
662546,20,1.0,0.0,3.0,4,1.0,1.0
203902,20,1.0,0.0,3.0,3,1.0,1.0
526867,20,1.0,0.0,3.0,4,1.0,1.0
46111P,20,1.0,0.0,3.0,3,1.0,1.0
29404K,20,1.0,0.0,3.0,4,1.0,1.0
350872,20,1.0,0.0,3.0,3,1.0,1.0
731738,20,1.0,0.0,3.0,4,1.0,1.0
881624,20,1.0,0.0,3.0,3,1.0,1.0
608753,20,1.0,0.0,3.0,4,1.0,1.0
55308N,20,1.0,0.0,3.0,4,1.0,1.0
021489,20,1.0,0.0,3.0,3,1.0,1.0
834449,20,1.0,0.0,3.0,4,1.0,1.0
191263,20,1.0,0.0,3.0,4,1.0,1.0
67018E,20,1.0,0.0,3.0,3,1.0,1.0
716950,20,1.0,0.0,3.0,3,1.0,1.0
05873J,20,1.0,0.0,3.0,4,1.0,1.0
053893,20,1.0,0.0,3.0,4,1.0,1.0
168761,20,1.0,0.0,3.0,4,1.0,1.0
29425Y,20,1.0,0.0,3.0,3,1.0,1.0
55616P,20,1.0,0.0,3.0,4,1.0,1.0
457642,20,1.0,0.0,3.0,4,1.0,1.0
519485,20,1.0,0.0,3.0,3,1.0,1.0
031652,20,1.0,0.0,3.0,3,1.0,1.0
37245A,20,1.0,0.0,3.0,3,1.0,1.0
109704,20,1.0,0.0,3.0,4,1.0,1.0
232577,20,1.0,0.0,3.0,4,1.0,1.0
615579,20,1.0,0.0,3.0,4,1.0,1.0
928703,20,1.0,0.0,3.0,3,1.0,1.0
032160,20,1.0,0.0,3.0,4,1.0,1.0
704378,20,1.0,0.0,3.0,4,1.0,1.0
822824,20,1.0,0.0,3.0,3,1.0,1.0
806039,20,1.0,0.0,3.0,3,1.0,1.0
888011,20,1.0,0.0,3.0,4,1.0,1.0
524908,20,1.0,0.0,3.0,3,1.0,1.0
237891,20,1.0,0.0,3.0,3,1.0,1.0
835470,20,1.0,0.0,3.0,4,1.0,1.0
G7342H,20,1.0,0.0,3.0,3,1.0,1.0
89376V,20,1.0,0.0,3.0,3,1.0,1.0
457923,20,1.0,0.0,3.0,3,1.0,1.0
636274,20,1.0,0.0,3.0,3,1.0,1.0
83402A,20,1.0,0.0,3.0,3,1.0,1.0
136821,20,1.0,0.0,3.0,4,1.0,1.0
92553Q,20,1.0,0.0,3.0,4,1.0,1.0
71645N,20,1.0,0.0,3.0,3,1.0,1.0
769135,20,1.0,0.0,3.0,4,1.0,1.0
872169,20,1.0,0.0,3.0,3,1.0,1.0
45816D,20,1.0,0.0,3.0,4,1.0,1.0
45408X,20,1.0,0.0,3.0,3,1.0,1.0
45812K,20,1.0,0.0,3.0,4,1.0,1.0
92861K,20,1.0,0.0,3.0,4,1.0,1.0
45244D,20,1.0,0.0,3.0,4,1.0,1.0
829213,20,1.0,0.0,3.0,4,1.0,1.0
14073T,20,1.0,0.0,3.0,3,1.0,1.0
678042,20,1.0,0.0,3.0,4,1.0,1.0
895919,20,1.0,0.0,3.0,4,1.0,1.0
848432,20,1.0,0.0,3.0,4,1.0,1.0
500643,20,1.0,0.0,3.0,4,1.0,1.0
172755,20,1.0,0.0,3.0,3,1.0,1.0
125071,20,1.0,0.0,3.0,3,1.0,1.0
827057,20,1.0,0.0,3.0,3,1.0,1.0
920355,20,1.0,0.0,3.0,4,1.0,1.0
819486,20,1.0,0.0,3.0,3,1.0,1.0
872479,20,1.0,0.0,3.0,4,1.0,1.0
892000,20,1.0,0.0,3.0,3,1.0,1.0
89816T,20,1.0,0.0,3.0,3,1.0,1.0
563771,20,1.0,0.0,3.0,3,1.0,1.0
45678H,20,1.0,0.0,3.0,3,1.0,1.0
147617,20,1.0,0.0,3.0,3,1.0,1.0
07132T,20,1.0,0.0,3.0,3,1.0,1.0
G81477,20,1.0,0.0,3.0,3,1.0,1.0
117661,20,1.0,0.0,3.0,3,1.0,1.0
784413,20,1.0,0.0,3.0,3,1.0,1.0
72581R,20,1.0,0.0,3.0,4,1.0,1.0
030493,20,1.0,0.0,3.0,4,1.0,1.0
109490,20,1.0,0.0,3.0,3,1.0,1.0
87156R,20,1.0,0.0,3.0,4,1.0,1.0
74913K,20,1.0,0.0,3.0,3,1.0,1.0
667748,20,1.0,0.0,3.0,4,1.0,1.0
431294,20,1.0,0.0,3.0,3,1.0,1.0
25470E,20,1.0,0.0,3.0,4,1.0,1.0
918322,20,1.0,0.0,3.0,4,1.0,1.0
317574,20,1.0,0.0,3.0,4,1.0,1.0
95751D,20,1.0,0.0,3.0,4,1.0,1.0
835692,20,1.0,0.0,3.0,4,1.0,1.0
224137,20,1.0,0.0,3.0,3,1.0,1.0
670826,20,1.0,0.0,3.0,3,1.0,1.0
45677N,20,1.0,0.0,3.0,3,1.0,1.0
461851,20,1.0,0.0,3.0,3,1.0,1.0
913353,20,1.0,0.0,3.0,3,1.0,1.0
254423,20,1.0,0.0,3.0,3,1.0,1.0
830808,20,1.0,0.0,3.0,3,1.0,1.0
194830,20,1.0,0.0,3.0,4,1.0,1.0
462030,20,1.0,0.0,3.0,4,1.0,1.0
29476L,20,1.0,0.0,3.0,3,1.0,1.0
237654,20,1.0,0.0,3.0,4,1.0,1.0
739323,20,1.0,0.0,3.0,3,1.0,1.0
83169Q,20,1.0,0.0,3.0,4,1.0,1.0
68273G,20,1.0,0.0,3.0,3,1.0,1.0
87262K,20,1.0,0.0,3.0,3,1.0,1.0
409317,20,1.0,0.0,3.0,3,1.0,1.0
501803,20,1.0,0.0,3.0,4,1.0,1.0
351042,20,1.0,0.0,3.0,3,1.0,1.0
05874B,20,1.0,0.0,3.0,4,1.0,1.0
989390,20,1.0,0.0,3.0,4,1.0,1.0
032672,20,1.0,0.0,3.0,3,1.0,1.0
238588,20,1.0,0.0,3.0,4,1.0,1.0
45812C,20,1.0,0.0,3.0,4,1.0,1.0
817587,20,1.0,0.0,3.0,3,1.0,1.0
047439,20,1.0,0.0,3.0,4,1.0,1.0
92534K,20,1.0,0.0,3.0,3,1.0,1.0
66986X,20,1.0,0.0,3.0,4,1.0,1.0
166764,20,1.0,0.0,3.0,3,1.0,1.0
037604,20,1.0,0.0,3.0,3,1.0,1.0
828806,20,1.0,0.0,3.0,4,1.0,1.0
624580,20,1.0,0.0,3.0,4,1.0,1.0
20527H,20,1.0,0.0,3.0,3,1.0,1.0
500200,20,1.0,0.0,3.0,4,1.0,1.0
19459J,20,1.0,0.0,3.0,4,1.0,1.0
747251,20,1.0,0.0,3.0,3,1.0,1.0
72940Q,20,1.0,0.0,3.0,4,1.0,1.0
397624,20,1.0,0.0,3.0,4,1.0,1.0
92886T,20,1.0,0.0,3.0,3,1.0,1.0
048556,20,1.0,0.0,3.0,4,1.0,1.0
5777EP,20,1.0,0.0,3.0,4,1.0,1.0
01853E,20,1.0,0.0,3.0,4,1.0,1.0
483348,20,1.0,0.0,3.0,3,1.0,1.0
091311,20,1.0,0.0,3.0,4,1.0,1.0
765658,20,1.0,0.0,3.0,4,1.0,1.0
746217,20,1.0,0.0,3.0,3,1.0,1.0
229904,20,1.0,0.0,3.0,3,1.0,1.0
449592,20,1.0,0.0,3.0,4,1.0,1.0
871543,20,1.0,0.0,3.0,4,1.0,1.0
585046,20,1.0,0.0,3.0,3,1.0,1.0
14149F,20,1.0,0.0,3.0,3,1.0,1.0
452729,20,1.0,0.0,3.0,4,1.0,1.0
904788,20,1.0,0.0,3.0,4,1.0,1.0
488751,20,1.0,0.0,3.0,3,1.0,1.0
83304A,20,1.0,0.0,3.0,4,1.0,1.0
97650W,20,1.0,0.0,3.0,3,1.0,1.0
866674,20,1.0,0.0,3.0,3,1.0,1.0
858119,20,1.0,0.0,3.0,3,1.0,1.0
803893,20,1.0,0.0,3.0,4,1.0,1.0
45677P,20,1.0,0.0,3.0,3,1.0,1.0
222372,20,1.0,0.0,3.0,3,1.0,1.0
451923,20,1.0,0.0,3.0,4,1.0,1.0
291005,20,1.0,0.0,3.0,4,1.0,1.0
192479,20,1.0,0.0,3.0,3,1.0,1.0
76083B,20,1.0,0.0,3.0,4,1.0,1.0
743757,20,1.0,0.0,3.0,3,1.0,1.0
19239V,20,1.0,0.0,3.0,4,1.0,1.0
48023P,20,1.0,0.0,3.0,3,1.0,1.0
817661,20,1.0,0.0,3.0,3,1.0,1.0
92340P,20,1.0,0.0,3.0,4,1.0,1.0
028723,20,1.0,0.0,3.0,4,1.0,1.0
282914,20,1.0,0.0,3.0,3,1.0,1.0
620066,20,1.0,0.0,3.0,4,1.0,1.0
458729,20,1.0,0.0,3.0,4,1.0,1.0
127695,20,1.0,0.0,3.0,3,1.0,1.0
18506U,20,1.0,0.0,3.0,3,1.0,1.0
253752,20,1.0,0.0,3.0,3,1.0,1.0
26881Q,20,1.0,0.0,3.0,4,1.0,1.0
