focal_cusip,candidate_cusip,year,score_year,brokerage_block_value,block_size,T_fc,delta_log_sales_h2,delta_log_sales_h4,log_sales_t,log_assets_t,rd_intensity_t,P_annotated_value_synthetic,P_w_tenure_smooth,P_w_redundancy,P_dep_risk,P_candidate_degree_l2,P_candidate_degree_all,P_n_current_ties,P_n_hist_ties
009158,35952H,2012,2011,1.0,2159,0,,-0.1766945150353676,7.749968807459976,,0.0019525685657306847,0.6820287169986105,0.667438628994905,0.553960166743863,,0.42450208429828623,0.3131079203334877,0.3142658638258453,0.7839277443260769
056752,742718,2012,2011,1.0,2161,0,,1.3823018421033826,6.517746602423533,,0.017726398179071106,0.13419713095788988,0.056918093475242945,0.554141601110597,,0.9750115687181861,0.9400740397963906,0.9421564090698751,0.9747801943544655
15117V,369604,2012,2011,1.0,2161,0,1.215824436578567,,0.20945022418220732,,,0.00023137436372049977,0.02059231837112448,0.00023137436372049977,0.10805182785747339,0.996760758907913,0.9997686256362796,0.9997686256362796,0.9988431281813975
20030N,712219,2012,2011,1.0,2141,0,0.11557936543332126,0.3487524054781943,9.618601567386348,,,0.002568893040635217,0.0007006071929005138,0.04203643157403083,0.06539000467071462,0.42643624474544606,0.9775805698271836,0.9780476412891173,0.9869219990658571
25659T,654902,2012,2011,1.0,2161,0,,,5.57123726226273,,0.01724388032638259,0.06547894493290143,0.03863951874132346,0.08213789912077742,0.026145303100416475,0.9576584914391485,0.9789449329014345,0.9770939379916705,0.9729291994447016
26153C,63135L,2012,2011,1.0,2133,0,-0.14226812142492662,0.08642887522688802,5.31139892858993,,0.0008491826399835863,0.680731364275668,0.6661978434130333,0.5532114392873887,,0.426629160806376,0.3143459915611814,0.31551804969526487,0.22784810126582278
26153C,835699,2012,2011,1.0,2133,0,-0.14226812142492662,0.08642887522688802,5.31139892858993,,0.0008491826399835863,0.006797937177684013,0.020393811533052038,0.005391467416783873,0.10103141115799344,0.9962494139709329,0.986404125644632,0.9859353023909986,0.9964838255977496
30303M,984332,2012,2011,0.6666666666666666,2,0,0.7488054236446304,1.7043019955767518,7.109062135687172,,0.031220277584306403,0.75,0.75,0.75,0.25,0.5,0.75,0.75,0.75
369604,58933Y,2012,2011,1.0,2138,0,-0.11284916519839783,-0.18528378289799186,10.4838998714409,,0.006414850217918081,0.005378858746492049,0.05168381665107577,0.00304022450888681,0.10453695042095416,0.9934518241347053,0.9960243217960711,0.9969597754911131,0.9899438727782974
414549,9C7309,2012,2011,1.0,2161,0,,,3.5973396574734218,,0.0,0.003007866728366497,0.22559000462748727,0.0016196205460434984,0.10666358167515039,0.994909763998149,0.9969921332716335,0.997686256362795,0.9465525219805645
460690,681919,2012,2011,1.0,2158,0,,,7.489803287023363,,,0.2272937905468026,0.1793327154772938,0.553985171455051,,0.8975903614457831,0.9066265060240963,0.9094068582020389,0.9423076923076923
64110L,94875Z,2012,2011,1.0,2148,0,,0.9371928688269735,6.799196320421483,,0.0225551287270275,0.12220670391061453,0.03165735567970205,0.5537709497206704,,0.9776536312849162,0.8810521415270018,0.8840782122905028,0.832169459962756
64110W,65248E,2012,2011,1.0,2149,0,,,5.743413360087588,,0.009312290012723176,0.11423918101442532,0.01326198231735691,0.553978594695207,,0.9995346672871103,0.9965100046533272,0.9976733364355514,0.9713820381572824
78440P,9C7309,2012,2011,1.0,2148,0,0.24057751757858448,0.1897203843392159,8.16299289729006,,0.0025066738016404277,0.003026070763500931,0.22416201117318435,0.0016294227188081937,0.1059124767225326,0.9953445065176909,0.9969739292364991,0.9976722532588455,0.9466945996275605
87929J,003881,2012,2011,1.0,2161,0,,,4.741639757933147,,0.023306147980601596,0.13859324386857935,0.06709856547894494,0.554141601110597,,0.42457195742711706,0.7112447940768163,0.7133271633503008,0.9167052290606201
35952H,009158,2012,2011,1.0,2159,0,,-0.24722903899116977,3.4447995080320344,,0.02226368012806177,0.07248726262158407,0.08244557665585919,0.08221398795738769,0.02616952292728115,0.42450208429828623,0.9506716072255674,0.9525243168133395,0.9620194534506716
743187,046353,2012,2011,1.0,2157,0,0.9772418052180702,,0.11064652008706365,,0.1596206015722461,0.030366249420491424,0.09341678256838201,0.025266573945294392,0.08229021789522485,0.9949003245248029,0.9789058878071395,0.9807603152526657,0.9242002781641169
584688,110122,2012,2011,1.0,2161,0,,-0.8780811461014597,4.880511422605073,,0.04224466372558767,0.04002776492364646,0.05159648310967145,0.043035631652012955,0.06524757056918093,0.42457195742711706,0.9877371587228135,0.988431281813975,0.9861175381767701
835699,26153C,2012,2011,1.0,2149,0,0.07967092568366851,-0.11458446823773905,9.851397941172358,,0.008056709020740505,0.06537924616100511,0.037924616100511864,0.08189855746859004,0.026058631921824105,0.9930200093066542,0.9581200558399255,0.9532340623545835,0.842484876686831
58933Y,369604,2012,2011,1.0,2153,0,-0.03566383774854742,-0.1753727779947738,9.369990189505721,,0.018043104015954693,0.00023223409196470042,0.020668834184858337,0.00023223409196470042,0.1075243845796563,0.9967487227124942,0.9997677659080353,0.9997677659080353,0.9988388295401764
681919,460690,2012,2011,1.0,2158,0,0.02767661601132332,,8.133470005426476,,,0.08364226135310472,0.1936978683966636,0.08225208526413345,0.026181649675625578,0.8975903614457831,0.8287766450417052,0.8313253012048193,0.9270157553290084
842587,48242W,2012,2011,1.0,2161,0,,0.2144848856134054,8.372514180046794,,,0.6823229986117538,0.6677464136973623,0.554141601110597,,0.8975011568718186,0.8782970846830171,0.8813049514113837,0.6890328551596483
921659,532457,2012,2011,1.0,2161,0,,,2.0969130225918406,,0.07056819564423897,0.00994909763998149,0.05113373438223045,0.008098102730217492,0.1001850994909764,0.9750115687181861,0.9789449329014345,0.9807959278111985,0.987043035631652
902494,56437Z,2012,2011,1.0,2161,0,,,9.02749867993534,,,0.1024988431281814,0.6677464136973623,0.08213789912077742,0.026145303100416475,0.42457195742711706,0.3128181397501157,0.3139750115687182,0.22674687644608976
92337F,80105N,2012,2011,1.0,2161,0,1.0390268242830536,,0.9726710653102627,,0.6391732848531241,0.04534937528921795,0.10944007403979639,0.043035631652012955,0.06524757056918093,0.9750115687181861,0.981952799629801,0.9831096714484036,0.9167052290606201
023135,20030N,2013,2012,1.0,1320,0,,0.8824857904945702,9.661670735956298,,0.05353947945852885,0.007954545454545454,0.04962121212121212,0.004545454545454545,0.12803030303030302,0.984469696969697,0.9871212121212121,0.9837121212121213,0.9678030303030303
038505,74236W,2013,2012,1.0,1320,0,,,0.0,,0.3600708502024292,0.06439393939393939,0.2996212121212121,0.05416666666666667,0.07840909090909091,0.896969696969697,0.7136363636363636,0.7162878787878788,0.6265151515151515
20030N,52455R,2013,2012,0.6666666666666666,3,0,0.14883838212047173,0.2663901936217936,9.689737246238513,,,0.5,0.5,0.6666666666666666,,0.5,0.5,0.5,0.16666666666666666
254687,26153C,2013,2012,1.0,1306,0,0.17515370167230593,0.22748996884848793,9.33617975681533,,,0.07580398162327719,0.026033690658499236,0.09992343032159265,0.031010719754977028,0.998468606431853,0.9620980091883614,0.9605666156202144,0.8637059724349158
263534,717081,2013,2012,1.0,1320,0,-0.5898254015919662,,9.086815885690685,,0.010470916485118408,0.04962121212121212,0.07765151515151515,0.05416666666666667,0.07840909090909091,0.896969696969697,0.9943181818181818,0.9958333333333333,0.9753787878787878
345370,75945T,2013,2012,1.0,1320,0,0.009259325412797281,0.021098355418519787,10.482625816484205,,0.02886320937896869,0.07045454545454545,0.675,0.05416666666666667,0.07840909090909091,0.4246212121212121,0.8625,0.8662878787878788,0.7416666666666667
460690,896047,2013,2012,1.0,1314,0,,0.25420160007037396,7.470907662925895,,,0.08409436834094368,0.05365296803652968,0.10159817351598173,0.030821917808219176,0.898021308980213,0.8242009132420092,0.8280060882800608,0.9257990867579908
835699,85738T,2013,2012,1.0,1301,0,-0.06349717304897595,-0.11503657487085306,9.823027053433238,,0.006244704169832601,0.691391237509608,0.6737125288239816,0.5649500384319754,,0.425826287471176,0.3166794773251345,0.3178324365872406,0.23020753266717908
852061,887317,2013,2012,1.0,1315,0,,,,,,0.013307984790874524,0.017870722433460075,0.011787072243346007,0.12129277566539924,0.9954372623574145,0.9851711026615969,0.9836501901140684,0.9505703422053232
023135,00748M,2013,2012,1.0,1320,0,,0.8824857904945702,9.661670735956298,,0.05353947945852885,0.1534090909090909,0.05037878787878788,0.5662878787878788,,0.9761363636363637,0.8893939393939394,0.8928030303030303,0.9356060606060606
460690,12686C,2013,2012,1.0,1314,0,,0.25420160007037396,7.470907662925895,,,0.05365296803652968,0.11377473363774733,0.05441400304414003,0.07800608828006088,0.4250380517503805,0.9315068493150684,0.9356925418569254,0.8873668188736682
896047,12686C,2013,2012,1.0,1316,0,,,6.340484516346879,,,0.05281155015197568,0.11208206686930092,0.053951367781155016,0.07750759878419453,0.4259118541033435,0.932370820668693,0.9365501519756839,0.8875379939209727
88732J,20030N,2013,2012,1.0,1320,1,,,8.615680138130891,,,0.007954545454545454,0.04962121212121212,0.004545454545454545,0.12803030303030302,0.984469696969697,0.9871212121212121,0.9837121212121213,0.9678030303030303
90184L,20030N,2013,2012,1.0,1320,0,,,4.936572449129415,,0.08793990348538432,0.007954545454545454,0.04962121212121212,0.004545454545454545,0.12803030303030302,0.984469696969697,0.9871212121212121,0.9837121212121213,0.9678030303030303
552953,20362N,2013,2012,1.0,1317,0,,,7.750756565156835,,0.0,0.12376613515565679,0.6742596810933941,0.10098709187547457,0.030372057706909643,0.4255884586180714,0.31586940015186027,0.3170083523158694,0.22892938496583143
26153C,254687,2013,2012,1.0,1300,0,,,5.040511198159263,,0.00020502662191829215,0.013461538461538462,0.028846153846153848,0.011153846153846153,0.11884615384615385,0.9980769230769231,0.9796153846153847,0.9788461538461538,0.9873076923076923
45245E,254687,2013,2012,1.0,1320,0,,,4.353794327248945,,0.008979026813820306,0.014015151515151515,0.029924242424242423,0.011742424242424242,0.12083333333333333,0.9973484848484848,0.9791666666666666,0.9784090909090909,0.9859848484848485
896047,460690,2013,2012,1.0,1316,0,,,6.340484516346879,,,0.09916413373860182,0.20820668693009117,0.1006838905775076,0.030775075987841946,0.958966565349544,0.8898176291793313,0.8932370820668692,0.9164133738601824
879382,852061,2013,2012,1.0,1320,0,-0.3415191029850728,-0.33002144357403296,10.017610386709144,,0.008252874651123707,0.14886363636363636,0.04053030303030303,0.5662878787878788,,0.4246212121212121,0.8893939393939394,0.8928030303030303,0.9806818181818182
887317,852061,2013,2012,1.0,1297,0,0.1807226206190009,0.22007779659351456,8.733432966413652,,,0.1468774094063223,0.038936006168080184,0.5655358519660756,,0.42752505782575173,0.8928296067848882,0.8962991518889746,0.9803392444101773
00184X,31963H,2014,2013,1.0,989,0,,,6.368701633759592,,0.01360863444392304,0.1718907987866532,0.6723963599595552,0.1435793731041456,0.06066734074823053,0.41456016177957533,0.2982810920121335,0.2992922143579373,0.2224469160768453
037612,90130A,2014,2013,1.0,989,1,,,,,,0.11577350859453994,0.18857431749241657,0.1430738119312437,0.06117290192113246,0.9575328614762386,0.8190091001011123,0.8225480283114257,0.6349848331648129
037833,20030N,2014,2013,1.0,991,0,-0.2064246984018272,,10.961173674591592,,0.005906281085689925,0.0075681130171543895,0.036831483350151364,0.007063572149344097,0.1977800201816347,0.9964682139253279,0.9939455095862765,0.9873864783047427,0.9692230070635721
054536,30303M,2014,2013,1.0,991,0,,,,,,0.03077699293642785,0.3113017154389506,0.027245206861755803,0.17759838546922302,0.884460141271443,0.9339051463168516,0.9248234106962664,0.8244197780020182
05874B,552953,2014,2013,1.0,991,0,,,5.8242256726449595,,0.014706100523697084,0.1094853683148335,0.16145307769929365,0.1437941473259334,0.06104944500504541,0.9576185671039354,0.9339051463168516,0.9374369323915237,0.7714429868819375
138006,594918,2014,2013,1.0,991,0,-0.027922510177191384,,9.13694772852925,,0.019083127267928615,0.0015136226034308778,0.14783047426841575,0.0015136226034308778,0.20332996972754794,0.884460141271443,0.9974772956609486,0.9974772956609486,0.9984863773965691
14170T,88155A,2014,2013,1.0,991,0,,,6.826545223556594,,0.0054454871973120145,0.03985872855701312,0.10898082744702321,0.03884964682139253,0.16599394550958627,0.4147325933400605,0.29818365287588294,0.29919273461150353,0.7714429868819375
163092,45715T,2014,2013,1.0,991,0,,,4.166541185101494,,0.03875404582191389,0.17255297679112008,0.67255297679112,0.1437941473259334,0.06104944500504541,0.4147325933400605,0.29818365287588294,0.29919273461150353,0.8668012108980827
17275R,9C7309,2014,2013,1.0,991,1,0.0675655504759618,,9.354007721788596,,0.015224374386889535,0.004540867810292634,0.23562058526740667,0.0035317860746720484,0.20131180625630676,0.986377396569122,0.987891019172553,0.9873864783047427,0.9445005045408678
20030N,92343V,2014,2013,1.0,967,0,0.23317304004487305,,9.734180932819669,,,0.10082730093071354,0.11685625646328852,0.14012409513960702,0.06153050672182006,0.8955532574974147,0.9720785935884177,0.9746639089968976,0.9343329886246122
30303M,90130A,2014,2013,1.0,987,0,0.9554965719321213,,7.857867559331803,,0.02285554624196703,0.11398176291793313,0.1879432624113475,0.14235055724417425,0.06028368794326241,0.9579533941236069,0.8206686930091185,0.8242147922998987,0.6372847011144883
315293,56437Z,2014,2013,1.0,991,0,,,6.768128777434455,,0.0,0.08627648839556004,0.013622603430877902,0.1437941473259334,0.06104944500504541,0.9576185671039354,0.8183652875882946,0.8218970736629667,0.6347124117053481
37951D,40163P,2014,2013,1.0,989,0,0.6095382458355214,,4.380275101635076,,0.005393145074220524,0.7143579373104145,0.6729019211324571,0.602123356926188,,0.41456016177957533,0.2987866531850354,0.29979777553083925,0.2224469160768453
413160,654902,2014,2013,1.0,991,0,,,4.6824274795334375,,0.04156249075683472,0.09132189707366296,0.042885973763874874,0.1437941473259334,0.06104944500504541,0.884460141271443,0.9606458123107972,0.9566094853683148,0.9631685166498486
56624R,887317,2014,2013,1.0,991,0,-0.25498980901814594,,3.6808472824166723,,0.04169030762019883,0.013622603430877902,0.012108980827447022,0.014127144298688193,0.19071644803229063,0.986377396569122,0.9651866801210898,0.9621594349142281,0.9540867810292634
62855J,826197,2014,2013,1.0,991,0,,,5.318414068247159,,0.022585475253111945,0.017658930373360242,0.022704339051463168,0.019677093844601413,0.1851664984863774,0.4147325933400605,0.9697275479313825,0.9722502522704339,0.9944500504540867
654624,779376,2014,2013,1.0,991,0,0.006773163273404492,,10.175676187905887,,0.0031836149837543345,0.7144298688193743,0.67255297679112,0.6024217961654894,,0.4147325933400605,0.6866801210898082,0.6886982845610494,0.520686175580222
88732J,90130A,2014,2013,1.0,981,0,,,8.626854445625757,,,0.11467889908256881,0.18705402650356778,0.14169215086646278,0.06116207951070336,0.9612640163098879,0.8236493374108053,0.827217125382263,0.6381243628950051
231082,02744L,2014,2013,1.0,991,0,-0.016750012229970856,,5.676904475847954,,,0.17255297679112008,0.67255297679112,0.1437941473259334,0.06104944500504541,0.4147325933400605,0.6866801210898082,0.6886982845610494,0.520686175580222
90130A,037612,2014,2013,1.0,987,1,-0.2337237191152024,,9.0142038261485,,,0.022796352583586626,0.1524822695035461,0.019756838905775075,0.18490374873353596,0.41641337386018235,0.9574468085106383,0.9620060790273556,0.8986828774062816
881624,040047,2014,2013,1.0,991,0,,,8.52615293278771,,0.007360807977061668,0.07820383451059536,0.67255297679112,0.06458123107971746,0.14026236125126135,0.4147325933400605,0.29818365287588294,0.29919273461150353,0.79313824419778
800677,09062X,2014,2013,1.0,991,0,,,1.9270185352317446,,0.07652764168761272,0.11301715438950555,0.17961654894046417,0.1437941473259334,0.06104944500504541,0.4147325933400605,0.955095862764884,0.9475277497477296,0.8708375378405651
92343V,20030N,2014,2013,1.0,986,0,0.060139229664613936,,10.350542360403455,,,0.007606490872210953,0.03701825557809331,0.007099391480730223,0.19675456389452334,0.9964503042596349,0.9939148073022313,0.9873225152129818,0.9690669371196755
90130A,30303M,2014,2013,1.0,987,0,-0.2337237191152024,,9.0142038261485,,,0.03090172239108409,0.30851063829787234,0.02735562310030395,0.1773049645390071,0.8880445795339412,0.9336372847011145,0.9245187436676798,0.8237082066869301
40163P,37951D,2014,2013,1.0,989,0,,,2.2124415431410798,,0.01827136351555035,0.033367037411526794,0.6729019211324571,0.027300303336703743,0.17795753286147623,0.41456016177957533,0.686046511627907,0.6880687563195147,0.5197168857431749
855030,784933,2014,2013,1.0,991,0,-0.06602387362370798,,8.640164345481695,,0.0,0.3511604439959637,0.24117053481331988,0.6024217961654894,,0.4147325933400605,0.29818365287588294,0.29919273461150353,0.8107971745711403
90130A,88732J,2014,2013,1.0,987,0,-0.2337237191152024,,9.0142038261485,,,0.713272543059777,0.671225937183384,0.6023302938196555,,0.41641337386018235,0.9442755825734549,0.9371833839918946,0.770516717325228
